loan_id,customer_id,loan_type,loan_amount,interest_rate,emi_amount,loan_status
10502,28998,Personal Loan,1932595,13.21,32209.92,ACTIVE
10503,27029,Personal Loan,1731207,14.65,28853.45,DEFAULT
10504,21768,Car Loan,3485068,8.7,58084.47,ACTIVE
10505,20312,Home Loan,3386898,10.37,56448.3,DEFAULT
10506,40052,Home Loan,543334,10.09,9055.57,DEFAULT
10507,34296,Home Loan,411302,10.33,6855.03,DEFAULT
10508,17300,Car Loan,451925,8.58,7532.08,DEFAULT
10509,26526,Home Loan,4218571,10.13,70309.52,ACTIVE
10510,31281,Car Loan,991682,8.4,16528.03,ACTIVE
10511,36461,Personal Loan,3084206,7.8,51403.43,ACTIVE
10512,45272,Car Loan,1368495,13.6,22808.25,CLOSED
10513,9815,Personal Loan,3086954,10.61,51449.23,DEFAULT
10514,30625,Home Loan,4373045,8.47,72884.08,DEFAULT
10515,16562,Personal Loan,4438609,12.48,73976.82,CLOSED
10516,38439,Car Loan,4380560,8.91,73009.33,DEFAULT
10517,31088,Home Loan,4699484,11.34,78324.73,CLOSED
10518,37206,Home Loan,2519768,7.54,41996.13,CLOSED
10519,16012,Car Loan,671937,10.1,11198.95,DEFAULT
10520,6142,Personal Loan,4451465,11.39,74191.08,CLOSED
10521,26221,Home Loan,2425229,8.5,40420.48,DEFAULT
10522,21535,Car Loan,4710189,7.11,78503.15,DEFAULT
10523,22898,Car Loan,791717,14.57,13195.28,ACTIVE
10524,15163,Personal Loan,1293210,8.91,21553.5,CLOSED
10525,2290,Car Loan,2206713,14.76,36778.55,ACTIVE
10526,49539,Car Loan,1513847,13.8,25230.78,CLOSED
10527,6665,Personal Loan,4222971,8.85,70382.85,DEFAULT
10528,24736,Home Loan,3888046,14.47,64800.77,CLOSED
10529,27943,Home Loan,2143659,12.23,35727.65,CLOSED
10530,24032,Home Loan,2811417,14.72,46856.95,CLOSED
10531,26462,Home Loan,4715757,14.58,78595.95,CLOSED
10532,21752,Car Loan,4082419,14.4,68040.32,DEFAULT
10533,45459,Car Loan,4230193,13.35,70503.22,CLOSED
10534,11637,Home Loan,4691679,12.71,78194.65,DEFAULT
10535,13822,Car Loan,3434027,7.83,57233.78,ACTIVE
10536,33780,Personal Loan,3267140,7.25,54452.33,ACTIVE
10537,34061,Home Loan,4818916,8.78,80315.27,CLOSED
10538,40224,Car Loan,2178103,14.33,36301.72,CLOSED
10539,45137,Personal Loan,95128,9.12,1585.47,ACTIVE
10540,40812,Home Loan,4102887,8.53,68381.45,CLOSED
10541,29927,Personal Loan,3913668,9.74,65227.8,CLOSED
10542,195,Home Loan,2445489,12.3,40758.15,ACTIVE
10543,10377,Home Loan,2859866,14.18,47664.43,ACTIVE
10544,49895,Personal Loan,3387721,7.74,56462.02,ACTIVE
10545,18626,Personal Loan,134266,14.43,2237.77,CLOSED
10546,47612,Personal Loan,4023995,9.94,67066.58,CLOSED
10547,25901,Personal Loan,406478,9.76,6774.63,ACTIVE
10548,36081,Personal Loan,1864431,14.13,31073.85,DEFAULT
10549,43492,Personal Loan,4320922,13.31,72015.37,DEFAULT
10550,12476,Personal Loan,2738224,9.35,45637.07,CLOSED
10551,9625,Personal Loan,3032560,11.86,50542.67,CLOSED
10552,13404,Home Loan,1198923,8.06,19982.05,DEFAULT
10553,44722,Car Loan,3711430,8.98,61857.17,DEFAULT
10554,13300,Personal Loan,791721,14.37,13195.35,ACTIVE
10555,8290,Personal Loan,1722277,12.31,28704.62,DEFAULT
10556,34211,Car Loan,3953770,11.35,65896.17,ACTIVE
10557,12811,Car Loan,4666790,12.04,77779.83,CLOSED
10558,41056,Personal Loan,1521761,13.23,25362.68,CLOSED
10559,10637,Car Loan,3704107,10.87,61735.12,ACTIVE
10560,15990,Car Loan,717695,10.04,11961.58,DEFAULT
10561,27802,Home Loan,3170813,12.91,52846.88,ACTIVE
10562,25642,Personal Loan,1161276,14.89,19354.6,DEFAULT
10563,7154,Personal Loan,2818329,13.04,46972.15,ACTIVE
10564,8729,Personal Loan,1853507,7.25,30891.78,CLOSED
10565,20082,Home Loan,987281,9.88,16454.68,CLOSED
10566,32589,Personal Loan,4440717,8.07,74011.95,DEFAULT
10567,46570,Home Loan,4658457,7.1,77640.95,DEFAULT
10568,27605,Personal Loan,3604950,7.32,60082.5,CLOSED
10569,16524,Car Loan,4949882,13.83,82498.03,ACTIVE
10570,43580,Personal Loan,1590716,13.56,26511.93,DEFAULT
10571,48153,Home Loan,1258268,8.0,20971.13,ACTIVE
10572,7594,Personal Loan,1594260,10.31,26571.0,DEFAULT
10573,14876,Personal Loan,1149867,7.7,19164.45,ACTIVE
10574,11888,Car Loan,2109196,7.99,35153.27,ACTIVE
10575,1033,Home Loan,4135278,11.53,68921.3,CLOSED
10576,9765,Home Loan,2156327,12.03,35938.78,ACTIVE
10577,14784,Car Loan,4766854,9.47,79447.57,ACTIVE
10578,41909,Car Loan,2794315,14.79,46571.92,ACTIVE
10579,21823,Car Loan,3031955,14.79,50532.58,ACTIVE
10580,29100,Home Loan,1909893,13.29,31831.55,ACTIVE
10581,25710,Personal Loan,2023577,7.23,33726.28,ACTIVE
10582,43451,Personal Loan,1465877,13.17,24431.28,ACTIVE
10583,5854,Personal Loan,1330768,12.9,22179.47,CLOSED
10584,30414,Personal Loan,1847751,11.09,30795.85,DEFAULT
10585,37552,Personal Loan,2220787,14.23,37013.12,ACTIVE
10586,48210,Car Loan,4545258,7.48,75754.3,CLOSED
10587,36620,Personal Loan,2505124,13.0,41752.07,CLOSED
10588,8761,Personal Loan,2441519,9.67,40691.98,DEFAULT
10589,39420,Personal Loan,1526968,14.86,25449.47,DEFAULT
10590,21533,Home Loan,4377670,14.74,72961.17,CLOSED
10591,2295,Home Loan,484786,9.17,8079.77,ACTIVE
10592,19075,Personal Loan,1292626,7.07,21543.77,ACTIVE
10593,29735,Personal Loan,3217340,9.04,53622.33,ACTIVE
10594,41941,Car Loan,2247124,13.92,37452.07,DEFAULT
10595,2028,Car Loan,1444659,9.97,24077.65,DEFAULT
10596,38381,Personal Loan,1537305,13.64,25621.75,DEFAULT
10597,10923,Personal Loan,4740384,14.83,79006.4,ACTIVE
10598,36383,Home Loan,3466952,11.65,57782.53,ACTIVE
10599,3926,Personal Loan,1102738,7.84,18378.97,DEFAULT
10600,669,Home Loan,3339604,10.42,55660.07,DEFAULT
10601,15075,Personal Loan,2394923,7.72,39915.38,CLOSED
10602,8176,Home Loan,374967,11.96,6249.45,ACTIVE
10603,47528,Home Loan,3725900,13.16,62098.33,DEFAULT
10604,43492,Car Loan,2385701,10.98,39761.68,CLOSED
10605,41419,Car Loan,3245166,11.62,54086.1,CLOSED
10606,3883,Home Loan,4350056,11.17,72500.93,DEFAULT
10607,39823,Home Loan,4183766,13.36,69729.43,CLOSED
10608,16067,Home Loan,1466129,12.37,24435.48,DEFAULT
10609,29452,Personal Loan,93178,11.91,1552.97,ACTIVE
10610,49970,Car Loan,4768387,10.77,79473.12,ACTIVE
10611,10824,Home Loan,3560836,8.88,59347.27,ACTIVE
10612,47339,Home Loan,3823212,11.88,63720.2,DEFAULT
10613,17744,Personal Loan,270849,14.94,4514.15,CLOSED
10614,34961,Personal Loan,1293306,11.31,21555.1,ACTIVE
10615,5968,Home Loan,1614847,12.77,26914.12,CLOSED
10616,44427,Home Loan,4055968,8.32,67599.47,DEFAULT
10617,13039,Car Loan,3815214,11.46,63586.9,ACTIVE
10618,20420,Personal Loan,641039,10.67,10683.98,CLOSED
10619,32648,Car Loan,1315946,9.43,21932.43,CLOSED
10620,43180,Car Loan,2694946,9.43,44915.77,ACTIVE
10621,26369,Car Loan,3306126,8.75,55102.1,DEFAULT
10622,28987,Home Loan,3595341,7.36,59922.35,ACTIVE
10623,7577,Home Loan,630066,8.13,10501.1,ACTIVE
10624,49099,Car Loan,4760374,10.82,79339.57,ACTIVE
10625,45801,Car Loan,4548877,13.16,75814.62,ACTIVE
10626,16195,Home Loan,3656761,8.42,60946.02,ACTIVE
10627,31202,Personal Loan,4486787,9.15,74779.78,CLOSED
10628,40894,Personal Loan,1783633,10.19,29727.22,CLOSED
10629,21587,Home Loan,833629,9.87,13893.82,DEFAULT
10630,24948,Home Loan,2036539,8.59,33942.32,CLOSED
10631,12771,Home Loan,1663893,10.46,27731.55,CLOSED
10632,28717,Car Loan,2102435,11.22,35040.58,ACTIVE
10633,45332,Car Loan,490171,11.66,8169.52,CLOSED
10634,41536,Personal Loan,357748,11.24,5962.47,CLOSED
10635,16072,Personal Loan,4155092,12.82,69251.53,CLOSED
10636,1128,Home Loan,2551549,7.51,42525.82,CLOSED
10637,9792,Home Loan,4424472,7.36,73741.2,ACTIVE
10638,39003,Home Loan,4149224,12.4,69153.73,ACTIVE
10639,20988,Home Loan,4253962,8.91,70899.37,DEFAULT
10640,37171,Car Loan,2895829,7.77,48263.82,DEFAULT
10641,32971,Personal Loan,3080174,14.72,51336.23,DEFAULT
10642,44256,Car Loan,808509,13.51,13475.15,DEFAULT
10643,5551,Home Loan,2544298,13.57,42404.97,CLOSED
10644,12286,Personal Loan,2602577,13.06,43376.28,ACTIVE
10645,17791,Personal Loan,1213518,14.26,20225.3,ACTIVE
10646,47092,Car Loan,4601584,10.12,76693.07,DEFAULT
10647,29478,Personal Loan,1358428,10.79,22640.47,DEFAULT
10648,31449,Car Loan,3320848,10.18,55347.47,ACTIVE
10649,27226,Personal Loan,1939230,14.84,32320.5,ACTIVE
10650,17806,Personal Loan,1944916,7.24,32415.27,DEFAULT
10651,36859,Home Loan,2018801,12.94,33646.68,ACTIVE
10652,34448,Car Loan,3826468,13.7,63774.47,CLOSED
10653,27915,Home Loan,2137181,11.12,35619.68,DEFAULT
10654,35851,Personal Loan,1465329,13.33,24422.15,DEFAULT
10655,34662,Car Loan,3885932,8.54,64765.53,DEFAULT
10656,40269,Car Loan,2268190,10.13,37803.17,CLOSED
10657,47818,Personal Loan,494249,13.59,8237.48,DEFAULT
10658,7237,Personal Loan,4371582,12.97,72859.7,ACTIVE
10659,20892,Car Loan,2343898,14.81,39064.97,DEFAULT
10660,28826,Personal Loan,3371700,10.98,56195.0,ACTIVE
10661,374,Personal Loan,4104083,13.82,68401.38,CLOSED
10662,39965,Home Loan,346050,11.1,5767.5,ACTIVE
10663,33303,Personal Loan,4717256,11.29,78620.93,ACTIVE
10664,23960,Personal Loan,1141539,13.52,19025.65,ACTIVE
10665,18722,Personal Loan,792465,13.6,13207.75,ACTIVE
10666,2189,Car Loan,3098854,8.01,51647.57,DEFAULT
10667,18239,Car Loan,4170150,13.24,69502.5,ACTIVE
10668,3767,Personal Loan,3810435,10.42,63507.25,CLOSED
10669,4653,Home Loan,3449492,14.29,57491.53,DEFAULT
10670,18838,Home Loan,2911996,8.1,48533.27,CLOSED
10671,1848,Personal Loan,2999677,12.42,49994.62,DEFAULT
10672,19381,Car Loan,2624342,14.1,43739.03,ACTIVE
10673,25759,Home Loan,1578161,14.61,26302.68,DEFAULT
10674,37314,Car Loan,2273621,14.32,37893.68,CLOSED
10675,14463,Car Loan,927741,7.89,15462.35,DEFAULT
10676,4522,Home Loan,3898750,14.08,64979.17,CLOSED
10677,25816,Personal Loan,165818,14.07,2763.63,CLOSED
10678,2059,Home Loan,4970811,10.35,82846.85,CLOSED
10679,19507,Car Loan,1869443,12.67,31157.38,ACTIVE
10680,12428,Personal Loan,67781,11.35,1129.68,ACTIVE
10681,16933,Personal Loan,4133407,14.95,68890.12,ACTIVE
10682,5962,Personal Loan,1681712,14.49,28028.53,DEFAULT
10683,10675,Car Loan,3233949,14.07,53899.15,CLOSED
10684,246,Home Loan,1786396,15.0,29773.27,CLOSED
10685,33038,Car Loan,2886652,12.16,48110.87,CLOSED
10686,20623,Home Loan,4476691,13.8,74611.52,DEFAULT
10687,41274,Car Loan,4243659,14.35,70727.65,CLOSED
10688,37780,Personal Loan,392999,13.84,6549.98,ACTIVE
10689,32332,Car Loan,3563967,10.23,59399.45,ACTIVE
10690,19713,Personal Loan,3083207,14.68,51386.78,ACTIVE
10691,3818,Car Loan,4646446,11.52,77440.77,DEFAULT
10692,23033,Home Loan,3368716,9.5,56145.27,DEFAULT
10693,27951,Home Loan,4221974,12.45,70366.23,DEFAULT
10694,38352,Car Loan,4267361,9.78,71122.68,DEFAULT
10695,48135,Home Loan,3253740,9.15,54229.0,CLOSED
10696,18797,Car Loan,520143,13.91,8669.05,DEFAULT
10697,23183,Car Loan,3167499,10.93,52791.65,ACTIVE
10698,34013,Personal Loan,1543792,12.02,25729.87,DEFAULT
10699,49975,Personal Loan,4654106,7.22,77568.43,CLOSED
10700,2996,Home Loan,1249288,7.12,20821.47,DEFAULT
10701,18628,Home Loan,1343890,11.15,22398.17,CLOSED
10702,29438,Home Loan,435638,13.16,7260.63,CLOSED
10703,364,Car Loan,3572316,11.28,59538.6,DEFAULT
10704,6203,Car Loan,316476,7.81,5274.6,ACTIVE
10705,14601,Home Loan,2935319,10.67,48921.98,ACTIVE
10706,21330,Home Loan,4325714,14.42,72095.23,ACTIVE
10707,33259,Personal Loan,2130425,8.06,35507.08,CLOSED
10708,17002,Car Loan,2248701,9.57,37478.35,DEFAULT
10709,15564,Car Loan,818483,11.11,13641.38,ACTIVE
10710,44372,Personal Loan,565294,9.22,9421.57,CLOSED
10711,34600,Car Loan,641946,10.0,10699.1,CLOSED
10712,33537,Personal Loan,779470,11.87,12991.17,ACTIVE
10713,10542,Home Loan,2127475,11.49,35457.92,ACTIVE
10714,44504,Car Loan,2190227,8.27,36503.78,DEFAULT
10715,14652,Personal Loan,4173467,13.44,69557.78,ACTIVE
10716,29866,Car Loan,2883212,7.01,48053.53,CLOSED
10717,27803,Personal Loan,4337482,8.28,72291.37,DEFAULT
10718,43227,Personal Loan,953208,9.86,15886.8,ACTIVE
10719,30964,Home Loan,3401743,14.32,56695.72,DEFAULT
10720,12683,Personal Loan,4319094,9.88,71984.9,DEFAULT
10721,43910,Personal Loan,2384343,8.71,39739.05,CLOSED
10722,48381,Home Loan,2945492,9.14,49091.53,DEFAULT
10723,16586,Car Loan,2295467,9.39,38257.78,DEFAULT
10724,32527,Home Loan,667677,10.39,11127.95,ACTIVE
10725,12708,Home Loan,3404395,13.39,56739.92,ACTIVE
10726,49140,Personal Loan,2868608,13.4,47810.13,DEFAULT
10727,49629,Personal Loan,782485,12.28,13041.42,DEFAULT
10728,1007,Personal Loan,4956996,10.14,82616.6,DEFAULT
10729,32332,Car Loan,4663381,12.55,77723.02,ACTIVE
10730,314,Car Loan,1361284,11.38,22688.07,ACTIVE
10731,37695,Home Loan,3692247,12.17,61537.45,ACTIVE
10732,31818,Home Loan,4270679,14.3,71177.98,CLOSED
10733,29874,Personal Loan,4808977,11.22,80149.62,DEFAULT
10734,1281,Personal Loan,1159046,14.19,19317.43,DEFAULT
10735,538,Car Loan,2862971,7.3,47716.18,ACTIVE
10736,40413,Car Loan,4823446,13.74,80390.77,DEFAULT
10737,17849,Home Loan,3189706,11.93,53161.77,DEFAULT
10738,21431,Car Loan,2166263,14.16,36104.38,DEFAULT
10739,25604,Personal Loan,4411961,11.69,73532.68,DEFAULT
10740,3004,Personal Loan,3654501,11.8,60908.35,ACTIVE
10741,32561,Personal Loan,2339784,9.96,38996.4,DEFAULT
10742,20970,Home Loan,4008189,7.87,66803.15,ACTIVE
10743,29074,Home Loan,3981093,13.11,66351.55,DEFAULT
10744,13638,Car Loan,2793171,8.75,46552.85,DEFAULT
10745,38713,Home Loan,643528,9.86,10725.47,ACTIVE
10746,18021,Home Loan,1481060,14.1,24684.33,ACTIVE
10747,44812,Home Loan,2887862,13.23,48131.03,DEFAULT
10748,13644,Personal Loan,1798975,7.21,29982.92,DEFAULT
10749,25697,Home Loan,4805001,12.46,80083.35,ACTIVE
10750,14986,Home Loan,4776194,9.2,79603.23,DEFAULT
10751,11017,Home Loan,2986535,7.07,49775.58,DEFAULT
10752,11924,Personal Loan,85629,9.69,1427.15,CLOSED
10753,41209,Personal Loan,3415265,7.1,56921.08,CLOSED
10754,29625,Car Loan,1050686,8.32,17511.43,CLOSED
10755,38578,Personal Loan,3021806,8.09,50363.43,DEFAULT
10756,27516,Home Loan,3286368,10.8,54772.8,DEFAULT
10757,24767,Home Loan,2850122,11.34,47502.03,CLOSED
10758,13223,Car Loan,1357415,12.66,22623.58,DEFAULT
10759,36341,Car Loan,1046392,9.36,17439.87,CLOSED
10760,27166,Personal Loan,4387210,12.12,73120.17,CLOSED
10761,49537,Home Loan,2307492,12.48,38458.2,CLOSED
10762,20939,Personal Loan,1857216,9.84,30953.6,CLOSED
10763,11741,Personal Loan,4045150,12.03,67419.17,CLOSED
10764,9336,Personal Loan,4020885,12.58,67014.75,ACTIVE
10765,49551,Home Loan,2881479,8.88,48024.65,ACTIVE
10766,28724,Home Loan,378477,7.74,6307.95,ACTIVE
10767,41732,Home Loan,3007094,14.28,50118.23,CLOSED
10768,25534,Home Loan,4553056,11.12,75884.27,ACTIVE
10769,33960,Home Loan,1722938,10.57,28715.63,DEFAULT
10770,3681,Personal Loan,987022,13.29,16450.37,DEFAULT
10771,37580,Personal Loan,2387452,12.18,39790.87,DEFAULT
10772,8329,Home Loan,3686918,11.28,61448.63,DEFAULT
10773,48157,Personal Loan,3267438,9.65,54457.3,ACTIVE
10774,41552,Home Loan,2552339,13.68,42538.98,ACTIVE
10775,19520,Home Loan,1125595,9.43,18759.92,DEFAULT
10776,38664,Home Loan,1796665,8.64,29944.42,DEFAULT
10777,933,Home Loan,3048782,11.16,50813.03,DEFAULT
10778,31024,Personal Loan,2830115,10.73,47168.58,DEFAULT
10779,30320,Personal Loan,3537859,14.22,58964.32,CLOSED
10780,2400,Personal Loan,3513151,14.52,58552.52,ACTIVE
10781,6750,Personal Loan,4729881,14.26,78831.35,DEFAULT
10782,3501,Personal Loan,2404995,8.15,40083.25,CLOSED
10783,32234,Car Loan,1775627,9.53,29593.78,DEFAULT
10784,49431,Personal Loan,4099172,7.97,68319.53,DEFAULT
10785,40329,Car Loan,3804815,12.19,63413.58,ACTIVE
10786,20579,Home Loan,1711907,7.01,28531.78,ACTIVE
10787,10372,Personal Loan,2855668,10.31,47594.47,ACTIVE
10788,19173,Home Loan,4115213,8.91,68586.88,DEFAULT
10789,45099,Home Loan,1428744,13.82,23812.4,CLOSED
10790,5270,Car Loan,1231876,7.74,20531.27,CLOSED
10791,7433,Car Loan,1706577,13.17,28442.95,CLOSED
10792,28230,Personal Loan,1323068,7.88,22051.13,ACTIVE
10793,10890,Home Loan,4999901,7.96,83331.68,CLOSED
10794,25670,Personal Loan,1869543,10.49,31159.05,ACTIVE
10795,25300,Car Loan,2227072,11.69,37117.87,ACTIVE
10796,1174,Home Loan,924012,8.24,15400.2,ACTIVE
10797,24665,Car Loan,3653226,9.83,60887.1,DEFAULT
10798,10320,Car Loan,4114204,14.46,68570.07,CLOSED
10799,5700,Home Loan,4588766,10.19,76479.43,DEFAULT
10800,33974,Car Loan,1047983,10.14,17466.38,CLOSED
10801,41375,Personal Loan,4348803,14.21,72480.05,DEFAULT
10802,18817,Home Loan,1099006,12.85,18316.77,ACTIVE
10803,49179,Home Loan,2698076,14.66,44967.93,ACTIVE
10804,8239,Home Loan,2600380,10.93,43339.67,DEFAULT
10805,8396,Personal Loan,3841187,8.63,64019.78,DEFAULT
10806,1825,Home Loan,462720,9.19,7712.0,CLOSED
10807,22744,Home Loan,796559,12.83,13275.98,DEFAULT
10808,5062,Car Loan,2592680,10.47,43211.33,DEFAULT
10809,19675,Car Loan,808764,13.81,13479.4,CLOSED
10810,21855,Home Loan,1276764,14.89,21279.4,ACTIVE
10811,9255,Home Loan,4769186,9.27,79486.43,CLOSED
10812,10836,Home Loan,4963575,7.24,82726.25,CLOSED
10813,46940,Personal Loan,192312,14.72,3205.2,ACTIVE
10814,43423,Car Loan,391437,12.31,6523.95,DEFAULT
10815,12125,Car Loan,3451536,7.05,57525.6,DEFAULT
10816,1755,Car Loan,3993275,8.82,66554.58,ACTIVE
10817,23667,Car Loan,3618436,10.52,60307.27,ACTIVE
10818,29057,Personal Loan,2631477,10.22,43857.95,DEFAULT
10819,34058,Personal Loan,2838693,13.06,47311.55,DEFAULT
10820,34655,Personal Loan,3793113,11.48,63218.55,ACTIVE
10821,1823,Personal Loan,3319729,10.91,55328.82,CLOSED
10822,13053,Car Loan,1816885,8.02,30281.42,DEFAULT
10823,6552,Home Loan,848209,11.67,14136.82,DEFAULT
10824,43002,Home Loan,1299922,8.24,21665.37,DEFAULT
10825,22618,Car Loan,3218101,8.91,53635.02,DEFAULT
10826,38358,Car Loan,3783394,10.36,63056.57,DEFAULT
10827,22093,Home Loan,2925267,10.08,48754.45,DEFAULT
10828,14848,Home Loan,404624,14.82,6743.73,DEFAULT
10829,40042,Car Loan,4312165,8.52,71869.42,DEFAULT
10830,2507,Home Loan,945655,13.45,15760.92,DEFAULT
10831,9411,Personal Loan,4913079,8.05,81884.65,DEFAULT
10832,12432,Home Loan,2719845,11.41,45330.75,CLOSED
10833,49405,Home Loan,3906111,7.42,65101.85,DEFAULT
10834,20741,Car Loan,317528,8.82,5292.13,CLOSED
10835,31356,Car Loan,4260960,9.19,71016.0,DEFAULT
10836,7711,Personal Loan,3518215,14.94,58636.92,DEFAULT
10837,39853,Personal Loan,3310702,9.4,55178.37,CLOSED
10838,39724,Car Loan,1147135,10.09,19118.92,CLOSED
10839,35961,Home Loan,485457,11.9,8090.95,CLOSED
10840,18587,Home Loan,3353091,7.37,55884.85,DEFAULT
10841,21019,Car Loan,2587396,12.84,43123.27,ACTIVE
10842,26744,Personal Loan,4090570,7.65,68176.17,CLOSED
10843,33709,Personal Loan,3549571,14.78,59159.52,DEFAULT
10844,18993,Home Loan,4301466,11.06,71691.1,DEFAULT
10845,18699,Personal Loan,631140,13.41,10519.0,ACTIVE
10846,23592,Car Loan,394115,10.72,6568.58,CLOSED
10847,17745,Home Loan,455575,10.61,7592.92,ACTIVE
10848,2508,Home Loan,4746552,11.56,79109.2,DEFAULT
10849,46214,Home Loan,684865,13.82,11414.42,CLOSED
10850,45541,Personal Loan,1072887,12.06,17881.45,ACTIVE
10851,32840,Personal Loan,3853574,9.41,64226.23,ACTIVE
10852,7860,Car Loan,3687562,14.93,61459.37,ACTIVE
10853,15401,Personal Loan,813263,10.24,13554.38,CLOSED
10854,44543,Home Loan,4379305,13.7,72988.42,CLOSED
10855,41397,Personal Loan,491567,13.99,8192.78,CLOSED
10856,29631,Personal Loan,934237,8.95,15570.62,CLOSED
10857,43311,Personal Loan,2478746,12.51,41312.43,CLOSED
10858,19144,Car Loan,3386464,9.58,56441.07,DEFAULT
10859,19544,Personal Loan,1923943,7.6,32065.72,DEFAULT
10860,14156,Home Loan,1301616,9.38,21693.6,CLOSED
10861,17592,Personal Loan,428097,11.62,7134.95,CLOSED
10862,28478,Car Loan,4807067,13.29,80117.78,DEFAULT
10863,5638,Car Loan,2990592,12.02,49843.2,ACTIVE
10864,24436,Car Loan,2763952,8.36,46065.87,ACTIVE
10865,4967,Home Loan,907113,12.47,15118.55,CLOSED
10866,4957,Home Loan,432091,13.68,7201.52,ACTIVE
10867,3241,Personal Loan,2538275,11.91,42304.58,CLOSED
10868,43961,Personal Loan,4489131,9.19,74818.85,CLOSED
10869,27407,Personal Loan,3176446,11.24,52940.77,DEFAULT
10870,24540,Home Loan,4411850,13.17,73530.83,ACTIVE
10871,2645,Car Loan,2164358,12.27,36072.63,CLOSED
10872,28310,Car Loan,3385000,8.28,56416.67,ACTIVE
10873,16027,Home Loan,3542237,10.2,59037.28,DEFAULT
10874,33622,Car Loan,2930924,7.28,48848.73,ACTIVE
10875,14779,Home Loan,893803,7.34,14896.72,ACTIVE
10876,37426,Personal Loan,2999028,11.05,49983.8,DEFAULT
10877,15725,Personal Loan,674010,14.85,11233.5,ACTIVE
10878,42250,Home Loan,4298675,10.28,71644.58,CLOSED
10879,21083,Home Loan,3363129,10.1,56052.15,ACTIVE
10880,368,Home Loan,1171727,10.61,19528.78,ACTIVE
10881,5620,Home Loan,3328497,8.16,55474.95,ACTIVE
10882,4777,Car Loan,2820951,10.65,47015.85,ACTIVE
10883,38675,Car Loan,4682388,8.29,78039.8,DEFAULT
10884,13026,Personal Loan,2249377,9.14,37489.62,CLOSED
10885,33835,Car Loan,471351,12.02,7855.85,ACTIVE
10886,18456,Personal Loan,1862106,7.21,31035.1,CLOSED
10887,5069,Personal Loan,3754314,11.17,62571.9,DEFAULT
10888,39705,Home Loan,2035856,7.07,33930.93,ACTIVE
10889,26905,Car Loan,4531790,10.2,75529.83,DEFAULT
10890,5692,Car Loan,562084,9.55,9368.07,CLOSED
10891,5836,Home Loan,1494783,14.25,24913.05,ACTIVE
10892,25749,Car Loan,2401084,7.19,40018.07,CLOSED
10893,35022,Home Loan,2285901,13.9,38098.35,ACTIVE
10894,47734,Car Loan,361901,9.14,6031.68,DEFAULT
10895,9449,Personal Loan,2889713,14.8,48161.88,CLOSED
10896,7286,Home Loan,2473332,12.35,41222.2,CLOSED
10897,49860,Home Loan,3027013,9.62,50450.22,CLOSED
10898,42244,Home Loan,3212777,7.79,53546.28,CLOSED
10899,29780,Home Loan,1079640,8.44,17994.0,ACTIVE
10900,30929,Personal Loan,755865,8.62,12597.75,DEFAULT
10901,7126,Personal Loan,4006942,12.7,66782.37,DEFAULT
10902,21111,Home Loan,161659,10.91,2694.32,DEFAULT
10903,12794,Personal Loan,4961280,14.88,82688.0,ACTIVE
10904,43664,Home Loan,2522876,10.39,42047.93,DEFAULT
10905,29645,Home Loan,232151,11.33,3869.18,DEFAULT
10906,49758,Home Loan,2918187,12.01,48636.45,ACTIVE
10907,33832,Personal Loan,919657,8.57,15327.62,CLOSED
10908,46689,Home Loan,2077413,7.87,34623.55,CLOSED
10909,18551,Home Loan,3346950,7.85,55782.5,DEFAULT
10910,44885,Personal Loan,3055603,14.63,50926.72,CLOSED
10911,11605,Personal Loan,3946709,10.76,65778.48,CLOSED
10912,26347,Car Loan,1353524,14.19,22558.73,DEFAULT
10913,20098,Personal Loan,331571,9.79,5526.18,CLOSED
10914,40420,Car Loan,1173273,12.49,19554.55,ACTIVE
10915,25409,Home Loan,4116156,12.85,68602.6,CLOSED
10916,45423,Home Loan,1117324,13.22,18622.07,ACTIVE
10917,28964,Personal Loan,3658981,10.16,60983.02,ACTIVE
10918,14758,Car Loan,576902,12.4,9615.03,CLOSED
10919,15875,Home Loan,3503870,11.23,58397.83,DEFAULT
10920,4567,Personal Loan,1649813,13.67,27496.88,DEFAULT
10921,27066,Home Loan,1564117,11.33,26068.62,ACTIVE
10922,2444,Personal Loan,2412183,7.8,40203.05,ACTIVE
10923,17993,Personal Loan,4290520,9.56,71508.67,DEFAULT
10924,47537,Car Loan,1380386,14.99,23006.43,CLOSED
